,index,networkx_function,num_np_calls,np_calls,np_calls_w_args
98,4589,/utils/tests/test_misc.py_test__dict_to_numpy_array2,3,"['testing.assert_allclose', 'array', 'testing.assert_allclose']","['testing.assert_allclose(a, np.array([[20, 10], [2, 1]]))', 'testing.assert_allclose(a.sum(), 33)']"
99,4591,/utils/tests/test_misc.py_test_dict_to_numpy_array_b,3,"['testing.assert_allclose', 'array', 'testing.assert_allclose']","['testing.assert_allclose(a, np.array([1, 2]))', 'testing.assert_allclose(a.sum(), 3)']"
100,1159,/algorithms/approximation/traveling_salesman.py_direction_of_ascent,3,"['full', 'empty', 'zeros']","['full(len(minimum_1_arborescences), -1, dtype=int)', 'empty((len(G) + 1, len(minimum_1_arborescences)), dtype=int)', 'zeros(len(G) + 1, dtype=int)']"
101,184,/drawing/tests/test_layout.py_check_scale_and_center,2,"['array', 'array']","['array(center)', 'array(list(pos.values()))']"
102,211,/drawing/tests/test_layout.py__num_nodes_per_bfs_layer,2,"['array', 'unique']","['array(list(pos.values()))', 'unique(x, return_counts=True)']"
103,1974,/algorithms/assortativity/tests/test_correlation.py_test_attribute_assortativity,2,"['array', 'testing.assert_almost_equal']","['array([[50, 50, 0], [50, 50, 0], [0, 0, 2]])', 'testing.assert_almost_equal(r, 0.029, decimal=3)']"
104,3557,/algorithms/bipartite/matching.py_minimum_weight_full_matching,2,"['full', 'inf']","['full(weights_sparse.shape, np.inf)']"
105,3260,/algorithms/tests/test_tournament.py_test_tournament_matrix,2,"['testing', 'array']","['array([[0, 1], [-1, 0]]))']"
106,850,/algorithms/centrality/tests/test_trophic.py_test_trophic_levels_more_complex,2,"['array', 'array']",[]
107,775,/algorithms/centrality/flow_matrix.py_init_solver,2,"['zeros', 'linalg.inv']","['zeros(L.shape, dtype=self.dtype)', 'linalg.inv(self.L1.todense())']"
108,5942,/readwrite/tests/test_graphml.py_test_mixed_int_type_number_attributes,2,"['int64', 'int64']","['int64(0))', 'int64(2))']"
109,5683,/tests/test_convert_numpy.py_test_to_numpy_array_structured_dtype_single_attr,2,"['dtype', 'array']","['dtype([(field_name, float)])', 'array([[0, expected_attr_val], [expected_attr_val, 0]], dtype=float)']"
110,1972,/algorithms/assortativity/tests/test_correlation.py_test_attribute_assortativity_coefficient,2,"['array', 'testing.assert_almost_equal']","['testing.assert_almost_equal(r, 0.623, decimal=3)']"
111,1973,/algorithms/assortativity/tests/test_correlation.py_test_attribute_assortativity_coefficient2,2,"['array', 'testing.assert_almost_equal']","['testing.assert_almost_equal(r, 0.68, decimal=2)']"
112,5947,/readwrite/tests/test_graphml.py_test_numpy_float32,2,"['float32', 'float32']",['float32(3.4)']
113,201,/drawing/tests/test_layout.py_test_kamada_kawai_costfn_1d,2,"['array', 'array']","['array([4.0, 7.0])', 'array([[0.1, 2.0], [2.0, 0.3]])']"
114,4351,/linalg/tests/test_algebraic_connectivity.py_check_eigenvector,2,"['linalg.norm', 'linalg.norm']","['linalg.norm(x)', 'linalg.norm(y)']"
115,192,/drawing/tests/test_layout.py_test_single_nodes,2,"['linalg.norm', 'linalg.norm']","['linalg.norm(vpos[3]) <= 1  # ensure node 3 fits (#3753)', 'linalg.norm(vpos[3]) <= 1  # ensure node 3 fits (#3753)']"
116,5679,/tests/test_convert_numpy.py_test_to_numpy_array_arbitrary_weights,2,"['array', 'array']","['array([[0, w], [0, 0]], dtype=object)', 'array([[0, w], [w, 0]], dtype=object)']"
117,5680,/tests/test_convert_numpy.py_test_to_numpy_array_multiweight_reduction,2,"['allclose', 'allclose']","['allclose(A, [[0, expected], [0, 0]])', 'allclose(A, [[0, expected], [expected, 0]])']"
118,4349,/linalg/tests/test_algebraic_connectivity.py_test_fiedler_vector_tracemin_unknown,2,"['asarray', 'random.normal']","['asarray(np.random.normal(size=(1, L.shape[0])))']"
119,5689,/tests/test_all_random_functions.py_t,2,"['random.rand', 'random.seed']","['random.rand()', 'random.seed(42)']"
120,5681,/tests/test_convert_numpy.py_test_to_numpy_array_structured_dtype_attrs_from_fields,2,"['dtype', 'asarray']","['dtype([(""weight"", int), (""cost"", int)])', 'asarray(expected, dtype=dtype)']"
121,5682,/tests/test_convert_numpy.py_test_to_numpy_array_structured_dtype_single_attr_default,2,"['dtype', 'array']","['dtype([(""weight"", float)])', 'array([[0, 1, 0], [1, 0, 1], [0, 1, 0]], dtype=float)']"
122,144,/drawing/tests/test_pylab.py_test_draw_networkx_edges_undirected_selfloop_colors,2,"['array', 'array']","['array(edgelist[-3:]) + np.array([0, 0.1])']"
123,5946,/readwrite/tests/test_graphml.py_test_numpy_float64,2,"['float64', 'float64']",['float64(3.4)']
124,1989,/algorithms/assortativity/tests/test_mixing.py_test_degree_mixing_matrix_mapping,2,"['array', 'testing.assert_equal']","['array([[6.0, 1.0], [1.0, 0.0]])', 'testing.assert_equal(a, a_result)']"
125,6570,/generators/tests/test_classic.py_test_lollipop_graph_non_builtin_ints,2,"['int32', 'int64']","['int32(4), np.int64(3))']"
126,854,/algorithms/centrality/tests/test_trophic.py_test_trophic_differences,2,"['array', 'array']","['array([[0, 1], [0, 0]])']"
127,4295,/linalg/algebraicconnectivity.py_solve,2,"['asarray', 'ndarray']","['asarray(B)', 'ndarray(B.shape, order=""F"")']"
128,514,/algorithms/smallworld.py_sigma,2,"['mean', 'mean']","['mean(randMetrics[""C""])', 'mean(randMetrics[""L""])']"
129,5968,/readwrite/tests/test_gexf.py_test_numpy_type,2,"['arange', 'float64']","['arange(4)}, ""number"")', 'float64(1.1)']"
130,3905,/algorithms/shortest_paths/tests/test_generic.py_test_specified_methods_numpy,2,"['testing.assert_almost_equal', 'testing.assert_almost_equal']","['testing.assert_almost_equal(ans, 4)', 'testing.assert_almost_equal(ans, 4)']"
131,3911,/algorithms/shortest_paths/tests/test_dense_numpy.py_test_zero_weight,2,"['min', 'min']","['min(dist))', 'min(dist))']"
132,4486,/utils/decorators.py_py_random_state,2,"['random', 'random.RandomState']",[]
133,62,/drawing/layout.py_planar_layout,2,"['row_stack', 'float64']",['row_stack([pos[x] for x in node_list])']
134,2340,/algorithms/tests/test_cluster.py_test_triangle_and_edge,2,"['testing.assert_allclose', 'testing.assert_allclose']","['testing.assert_allclose(nx.clustering(G, weight=""weight"")[0], 1 / 12)', 'testing.assert_allclose(nx.clustering(G, 0, weight=""weight""), 1 / 12)']"
135,2346,/algorithms/tests/test_cluster.py_test_triangle_and_edge,2,"['testing.assert_allclose', 'testing.assert_allclose']","['testing.assert_allclose(nx.clustering(G, weight=""weight"")[0], 1 / 6)', 'testing.assert_allclose(nx.clustering(G, 0, weight=""weight""), 1 / 6)']"
136,3099,/algorithms/tests/test_similarity.py_test_simrank_numpy_no_source_no_target,2,"['array', 'testing.assert_allclose']","['testing.assert_allclose(expected, actual, atol=1e-7)']"
137,3100,/algorithms/tests/test_similarity.py_test_simrank_numpy_source_no_target,2,"['array', 'testing.assert_allclose']","['testing.assert_allclose(expected, actual, atol=1e-7)']"
138,86,/drawing/nx_pylab.py_to_marker_edge,2,"['sqrt', 'sqrt']","['sqrt(2 * marker_size)', 'sqrt(marker_size)']"
139,4292,/linalg/algebraicconnectivity.py_solve,2,"['asarray', 'ndarray']","['asarray(B)', 'ndarray(B.shape, order=""F"")']"
140,5586,/tests/test_convert_pandas.py_test_from_adjacency_named,2,"['intp', 'intp']",[]
141,92,/drawing/nx_pylab.py__update_text_pos_angle,2,"['arctan2', 'pi']","['arctan2(change_y, change_x) / (2 * np.pi))']"
142,48,/drawing/layout.py__process_params,2,"['zeros', 'asarray']","['zeros(dim)', 'asarray(center)']"
143,730,/algorithms/centrality/group.py__heuristic,2,"['diag', 'diag']","['diag(DF_tree.nodes[node_p][""betweenness""]), nodes)', 'diag(DF_tree.nodes[node_p][""betweenness""]))']"
144,6582,/generators/tests/test_classic.py_test_tadpole_graph_non_builtin_integers,2,"['int32', 'int64']","['int32(4), np.int64(3))']"
145,5607,/tests/test_convert_scipy.py_test_empty,2,"['testing.assert_equal', 'array']","['testing.assert_equal(M.toarray(), np.array([[0]]))']"
146,5608,/tests/test_convert_scipy.py_test_ordering,2,"['testing.assert_equal', 'array']","['array([[0, 0, 1], [1, 0, 0], [0, 1, 0]])']"
147,4298,/linalg/algebraicconnectivity.py__tracemin_fiedler,2,"['sqrt', 'linalg.norm']","['sqrt(L.diagonal())', 'linalg.norm(e, 2)']"
148,4397,/utils/misc.py_choice,1,['random.Generator'],[]
149,1968,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_double_star,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -0.9339, decimal=4)']"
150,6454,/generators/tests/test_expanders.py_test_margulis_gabber_galil_graph_eigvals,1,['sqrt'],['sqrt(2)']
151,1574,/algorithms/link_analysis/tests/test_pagerank.py_test_google_matrix,1,['linalg.eig'],['linalg.eig(M.T)']
152,1966,/algorithms/assortativity/tests/test_correlation.py_test_degree_pearson_assortativity_multigraph,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -1.0 / 7.0, decimal=4)']"
153,1967,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_weighted,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -0.1429, decimal=4)']"
154,1304,/algorithms/approximation/tests/test_traveling_salesman.py_test_ascent_fractional_solution,1,['array'],[]
155,1964,/algorithms/assortativity/tests/test_correlation.py_test_degree_pearson_assortativity_directed,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -0.57735, decimal=4)']"
156,1303,/algorithms/approximation/tests/test_traveling_salesman.py_test_held_karp_ascent,1,['array'],[]
157,1319,/algorithms/approximation/tests/test_traveling_salesman.py_test_asadpour_integral_held_karp,1,['array'],[]
158,515,/algorithms/smallworld.py_omega,1,['mean'],"['mean(randMetrics[""L""])']"
159,5615,/tests/test_lazy_imports.py_test_lazy_import_impact_on_sys_modules,1,['pi'],[]
160,2912,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_path_graph,1,['isclose'],"['isclose(RG, (N - 1) * N * (N + 1) // 6)']"
161,2911,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_complete_graph,1,['isclose'],"['isclose(RG, N - 1)']"
162,2909,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_multigraph,1,['isclose'],"['isclose(RG, rd12 + rd13 + rd23)']"
163,1965,/algorithms/assortativity/tests/test_correlation.py_test_degree_pearson_assortativity_directed2,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, 0.14852, decimal=4)']"
164,1305,/algorithms/approximation/tests/test_traveling_salesman.py_test_ascent_method_asymmetric,1,['array'],[]
165,2907,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_no_weight,1,['isclose'],"['isclose(RG, 2)']"
166,1314,/algorithms/approximation/tests/test_traveling_salesman.py_test_asadpour_real_world_path,1,['array'],[]
167,2927,/algorithms/tests/test_distance_measures.py_test_kemeny_constant_weight0,1,['isclose'],"['isclose(K, test_data)']"
168,2928,/algorithms/tests/test_distance_measures.py_test_kemeny_constant_selfloop,1,['isclose'],"['isclose(K, test_data)']"
169,1958,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_undirected,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -1.0 / 2, decimal=4)']"
170,2929,/algorithms/tests/test_distance_measures.py_test_kemeny_constant_complete_bipartite_graph,1,['isclose'],"['isclose(K, n1 + n2 - 3 / 2)']"
171,2930,/algorithms/tests/test_distance_measures.py_test_kemeny_constant_path_graph,1,['isclose'],"['isclose(K, n**2 / 3 - 2 * n / 3 + 1 / 2)']"
172,1959,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_node_kwargs,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -1.0, decimal=4)']"
173,2924,/algorithms/tests/test_distance_measures.py_test_kemeny_constant,1,['isclose'],"['isclose(K, test_data)']"
174,1960,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_directed,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -0.57735, decimal=4)']"
175,1961,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_directed2,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, 0.14852, decimal=4)']"
176,1962,/algorithms/assortativity/tests/test_correlation.py_test_degree_assortativity_multigraph,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -1.0 / 7.0, decimal=4)']"
177,1963,/algorithms/assortativity/tests/test_correlation.py_test_degree_pearson_assortativity_undirected,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -1.0 / 2, decimal=4)']"
178,1308,/algorithms/approximation/tests/test_traveling_salesman.py_test_held_karp_ascent_fractional_asymmetric,1,['array'],[]
179,1307,/algorithms/approximation/tests/test_traveling_salesman.py_test_held_karp_ascent_asymmetric_3,1,['array'],[]
180,1312,/algorithms/approximation/tests/test_traveling_salesman.py_test_asadpour_real_world,1,['array'],[]
181,1306,/algorithms/approximation/tests/test_traveling_salesman.py_test_ascent_method_asymmetric_2,1,['array'],[]
182,2908,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_neg_weight,1,['isclose'],"['isclose(RG, rd12 + rd13 + rd23)']"
183,2905,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance,1,['isclose'],"['isclose(RG, rd12 + rd13 + rd23)']"
184,2906,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_noinv,1,['isclose'],"['isclose(RG, rd12 + rd13 + rd23)']"
185,3102,/algorithms/tests/test_similarity.py_test_panther_similarity_unweighted,1,['random.seed'],['random.seed(42)']
186,4370,/linalg/tests/test_algebraic_connectivity.py_test_seed_argument,1,['random.shuffle'],['random.shuffle(path)']
187,368,/algorithms/distance_measures.py_resistance_distance,1,['linalg.pinv'],"['linalg.pinv(L, hermitian=True)']"
188,4388,/utils/misc.py__dict_to_numpy_array1,1,['zeros'],['zeros(n)']
189,725,/algorithms/centrality/trophic.py_trophic_incoherence_parameter,1,['std'],['std(list(diffs.values()))']
190,4393,/utils/misc.py___init__,1,['random.mtrand._rand'],[]
191,3101,/algorithms/tests/test_similarity.py_test_simrank_numpy_source_and_target,1,['testing.assert_allclose'],"['testing.assert_allclose(expected, actual, atol=1e-7)']"
192,3103,/algorithms/tests/test_similarity.py_test_panther_similarity_weighted,1,['random.seed'],['random.seed(42)']
193,5948,/readwrite/tests/test_graphml.py_test_numpy_float64_inference,1,['float64'],['float64(1.1)']
194,3106,/algorithms/tests/test_similarity.py_test_generate_random_paths_unweighted,1,['random.seed'],['random.seed(42)']
195,3107,/algorithms/tests/test_similarity.py_test_generate_random_paths_weighted,1,['random.seed'],['random.seed(42)']
196,5570,/tests/test_convert_pandas.py_setup_method,1,['random.RandomState'],['random.RandomState(seed=5)']
197,323,/algorithms/walks.py_number_of_walks,1,['linalg.matrix_power'],"['linalg.matrix_power(A.toarray(), walk_length)']"
198,4396,/utils/misc.py_randrange,1,['random.Generator'],[]
199,2925,/algorithms/tests/test_distance_measures.py_test_kemeny_constant_no_weight,1,['isclose'],"['isclose(K, 4 / 3)']"
200,4369,/linalg/tests/test_algebraic_connectivity.py_test_path,1,['random.shuffle'],['random.shuffle(path)']
201,1978,/algorithms/assortativity/tests/test_correlation.py_test_attribute_assortativity_mixed,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, 0.4340, decimal=4)']"
202,6199,/generators/expanders.py_maybe_regular_expander,1,['concatenate'],"['concatenate((seed.permutation(n - 1), [n - 1]))']"
203,2967,/algorithms/tests/test_cycles.py_check_independent,1,['linalg.matrix_rank'],"['linalg.matrix_rank(inc.toarray(), tol=None, hermitian=False)']"
204,4401,/utils/misc.py_randint,1,['random.Generator'],[]
205,2904,/algorithms/tests/test_distance_measures.py_test_effective_graph_resistance_not_connected,1,['isinf'],['isinf(RG)']
206,2898,/algorithms/tests/test_distance_measures.py_test_resistance_distance_only_nodeB,1,['isclose'],"['isclose(rd[key], test_data[key])']"
207,2897,/algorithms/tests/test_distance_measures.py_test_resistance_distance_only_nodeA,1,['isclose'],"['isclose(rd[key], test_data[key])']"
208,2894,/algorithms/tests/test_distance_measures.py_test_multigraph,1,['isclose'],"['isclose(rd, 1 / (1 / (2 + 4) + 1 / (1 + 3)))']"
209,1562,/algorithms/link_analysis/hits_alg.py_hits,1,['array'],['array(list(nstart.values()))']
210,1975,/algorithms/assortativity/tests/test_correlation.py_test_attribute_assortativity_negative,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -0.2903, decimal=4)']"
211,1977,/algorithms/assortativity/tests/test_correlation.py_test_attribute_assortativity_float,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, -0.1429, decimal=4)']"
212,4535,/utils/tests/test_decorators.py_instantiate_np_random_state,1,['random.RandomState'],[]
213,3910,/algorithms/shortest_paths/tests/test_dense_numpy.py_test_directed_cycle_numpy,1,['testing.assert_equal'],"['testing.assert_equal(nx.floyd_warshall_numpy(G), D)']"
214,768,/algorithms/centrality/flow_matrix.py___init__,1,['zeros'],"['zeros((self.w, n), dtype=dtype)']"
215,1976,/algorithms/assortativity/tests/test_correlation.py_test_assortativity_node_kwargs,1,['testing.assert_almost_equal'],"['testing.assert_almost_equal(r, 1.0, decimal=4)']"
216,413,/algorithms/similarity.py_match_edges,1,['empty'],"['empty((0, 0)), [], [], 0)']"
217,4387,/utils/misc.py__dict_to_numpy_array2,1,['zeros'],"['zeros((n, n))']"
218,767,/algorithms/centrality/flow_matrix.py_flow_matrix_row,1,['zeros'],"['zeros(w, dtype=dtype)']"
219,2926,/algorithms/tests/test_distance_measures.py_test_kemeny_constant_multigraph,1,['isclose'],"['isclose(K, test_data)']"
220,4299,/linalg/algebraicconnectivity.py_project,1,['asarray'],['asarray(X)']
221,4297,/linalg/algebraicconnectivity.py__rcm_estimate,1,['ndarray'],"['ndarray(n, dtype=float)']"
222,5668,/tests/test_convert_numpy.py_test_from_numpy_array_parallel_edges,1,['array'],"['array([[1, 1], [1, 2]])']"
223,5669,/tests/test_convert_numpy.py_test_from_numpy_array_no_edge_attr,1,['array'],"['array([[0, 1], [1, 0]], dtype=dt)']"
224,5670,/tests/test_convert_numpy.py_test_from_numpy_array_multiedge_no_edge_attr,1,['array'],"['array([[0, 2], [2, 0]])']"
225,5671,/tests/test_convert_numpy.py_test_from_numpy_array_custom_edge_attr,1,['array'],"['array([[0, 2], [3, 0]])']"
226,66,/drawing/layout.py_rescale_layout,1,['abs'],['abs(pos).max()']
227,5672,/tests/test_convert_numpy.py_test_symmetric,1,['array'],"['array([[0, 1], [1, 0]])']"
228,5684,/tests/test_convert_numpy.py_test_to_numpy_array_structured_dtype_multiple_fields,1,['dtype'],"['dtype([(""weight"", float), (""cost"", float), (""flow"", float)])']"
229,5687,/tests/test_convert_numpy.py_test_to_numpy_array_structured_dtype_with_weight_raises,1,['dtype'],"['dtype([(""weight"", int), (""cost"", int)])']"
230,5688,/tests/test_convert_numpy.py_test_to_numpy_array_structured_multigraph_raises,1,['dtype'],"['dtype([(""weight"", int), (""cost"", int)])']"
231,4301,/linalg/algebraicconnectivity.py_find_fiedler,1,['asarray'],"['asarray(seed.normal(size=(q, L.shape[0])))']"
