,function_name,np,function_np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
125,broadcast,numpy.broadcast,broadcast,https://numpy.org/doc/stable/reference/generated/numpy.broadcast.html,arkouda.groupbyclass.broadcast,groupbyclass.broadcast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.broadcast,True
126,broadcast_arrays,numpy.broadcast_arrays,broadcast_arrays,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_arrays.html,arkouda.array_api._manipulation_functions.broadcast_arrays,array_api._manipulation_functions.broadcast_arrays,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_arrays,True
127,broadcast_shapes,numpy.broadcast_shapes,broadcast_shapes,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_shapes.html,,,,False
128,broadcast_to,numpy.broadcast_to,broadcast_to,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_to.html,arkouda.array_api._manipulation_functions.broadcast_to,array_api._manipulation_functions.broadcast_to,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_to,True
129,busday_count,numpy.busday_count,busday_count,https://numpy.org/doc/stable/reference/generated/numpy.busday_count.html,,,,False
130,busday_offset,numpy.busday_offset,busday_offset,https://numpy.org/doc/stable/reference/generated/numpy.busday_offset.html,,,,False
131,busdaycalendar,numpy.busdaycalendar,busdaycalendar,https://numpy.org/doc/stable/reference/generated/numpy.busdaycalendar.html,,,,False
132,byte,numpy.byte,byte,https://numpy.org/doc/stable/reference/generated/numpy.byte.html,,,,False
133,byte_bounds,numpy.byte_bounds,byte_bounds,https://numpy.org/doc/stable/reference/generated/numpy.byte_bounds.html,,,,False
134,c_,numpy.c_,c_,https://numpy.org/doc/stable/reference/generated/numpy.c_.html,,,,False
135,can_cast,numpy.can_cast,can_cast,https://numpy.org/doc/stable/reference/generated/numpy.can_cast.html,arkouda.array_api._data_type_functions.can_cast,array_api._data_type_functions.can_cast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.can_cast,True
136,cbrt,numpy.cbrt,cbrt,https://numpy.org/doc/stable/reference/generated/numpy.cbrt.html,,,,False
137,cdouble,numpy.cdouble,cdouble,https://numpy.org/doc/stable/reference/generated/numpy.cdouble.html,,,,False
138,ceil,numpy.ceil,ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.numeric.ceil,numeric.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.ceil,True
139,ceil,numpy.ceil,ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.array_api._elementwise_functions.ceil,array_api._elementwise_functions.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.ceil,True
140,cfloat,numpy.cfloat,cfloat,https://numpy.org/doc/stable/reference/generated/numpy.cfloat.html,,,,False
141,capitalize,numpy.char.capitalize,char.capitalize,https://numpy.org/doc/stable/reference/generated/numpy.char.capitalize.html,,,,False
142,center,numpy.char.center,char.center,https://numpy.org/doc/stable/reference/generated/numpy.char.center.html,,,,False
143,chararray,numpy.char.chararray,char.chararray,https://numpy.org/doc/stable/reference/generated/numpy.char.chararray.html,,,,False
144,compare_chararrays,numpy.char.compare_chararrays,char.compare_chararrays,https://numpy.org/doc/stable/reference/generated/numpy.char.compare_chararrays.html,,,,False
145,count,numpy.char.count,char.count,https://numpy.org/doc/stable/reference/generated/numpy.char.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
146,count,numpy.ma.count,ma.count,https://numpy.org/doc/stable/reference/generated/numpy.ma.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
147,count,numpy.ma.MaskedArray.count,ma.MaskedArray.count,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
148,decode,numpy.char.decode,char.decode,https://numpy.org/doc/stable/reference/generated/numpy.char.decode.html,,,,False
149,encode,numpy.char.encode,char.encode,https://numpy.org/doc/stable/reference/generated/numpy.char.encode.html,,,,False
150,endswith,numpy.char.endswith,char.endswith,https://numpy.org/doc/stable/reference/generated/numpy.char.endswith.html,arkouda.categorical.Categorical.endswith,categorical.Categorical.endswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.endswith,True
151,endswith,numpy.char.endswith,char.endswith,https://numpy.org/doc/stable/reference/generated/numpy.char.endswith.html,arkouda.strings.Strings.endswith,strings.Strings.endswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.endswith,True
152,equal,numpy.char.equal,char.equal,https://numpy.org/doc/stable/reference/generated/numpy.char.equal.html,arkouda.array_api._elementwise_functions.equal,array_api._elementwise_functions.equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.equal,True
153,equal,numpy.equal,equal,https://numpy.org/doc/stable/reference/generated/numpy.equal.html,arkouda.array_api._elementwise_functions.equal,array_api._elementwise_functions.equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.equal,True
154,expandtabs,numpy.char.expandtabs,char.expandtabs,https://numpy.org/doc/stable/reference/generated/numpy.char.expandtabs.html,,,,False
155,find,numpy.char.find,char.find,https://numpy.org/doc/stable/reference/generated/numpy.char.find.html,arkouda.alignment.find,alignment.find,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.alignment.find,True
156,greater,numpy.char.greater,char.greater,https://numpy.org/doc/stable/reference/generated/numpy.char.greater.html,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater,True
157,greater,numpy.greater,greater,https://numpy.org/doc/stable/reference/generated/numpy.greater.html,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater,True
158,greater_equal,numpy.char.greater_equal,char.greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.greater_equal.html,arkouda.array_api._elementwise_functions.greater_equal,array_api._elementwise_functions.greater_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater_equal,True
159,greater_equal,numpy.greater_equal,greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.greater_equal.html,arkouda.array_api._elementwise_functions.greater_equal,array_api._elementwise_functions.greater_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater_equal,True
160,index,numpy.char.index,char.index,https://numpy.org/doc/stable/reference/generated/numpy.char.index.html,arkouda.index,index,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.index,True
161,isalnum,numpy.char.isalnum,char.isalnum,https://numpy.org/doc/stable/reference/generated/numpy.char.isalnum.html,arkouda.strings.Strings.isalnum,strings.Strings.isalnum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.isalnum,True
162,isalpha,numpy.char.isalpha,char.isalpha,https://numpy.org/doc/stable/reference/generated/numpy.char.isalpha.html,,,,False
163,isdecimal,numpy.char.isdecimal,char.isdecimal,https://numpy.org/doc/stable/reference/generated/numpy.char.isdecimal.html,,,,False
164,isdigit,numpy.char.isdigit,char.isdigit,https://numpy.org/doc/stable/reference/generated/numpy.char.isdigit.html,,,,False
165,islower,numpy.char.islower,char.islower,https://numpy.org/doc/stable/reference/generated/numpy.char.islower.html,arkouda.strings.Strings.islower,strings.Strings.islower,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.islower,True
166,isnumeric,numpy.char.isnumeric,char.isnumeric,https://numpy.org/doc/stable/reference/generated/numpy.char.isnumeric.html,,,,False
167,isspace,numpy.char.isspace,char.isspace,https://numpy.org/doc/stable/reference/generated/numpy.char.isspace.html,,,,False
168,istitle,numpy.char.istitle,char.istitle,https://numpy.org/doc/stable/reference/generated/numpy.char.istitle.html,arkouda.strings.Strings.istitle,strings.Strings.istitle,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.istitle,True
169,isupper,numpy.char.isupper,char.isupper,https://numpy.org/doc/stable/reference/generated/numpy.char.isupper.html,arkouda.strings.Strings.isupper,strings.Strings.isupper,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.isupper,True
170,join,numpy.char.join,char.join,https://numpy.org/doc/stable/reference/generated/numpy.char.join.html,arkouda.join,join,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.join,True
171,less,numpy.char.less,char.less,https://numpy.org/doc/stable/reference/generated/numpy.char.less.html,arkouda.array_api._elementwise_functions.less,array_api._elementwise_functions.less,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less,True
172,less,numpy.less,less,https://numpy.org/doc/stable/reference/generated/numpy.less.html,arkouda.array_api._elementwise_functions.less,array_api._elementwise_functions.less,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less,True
173,less_equal,numpy.char.less_equal,char.less_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.less_equal.html,arkouda.array_api._elementwise_functions.less_equal,array_api._elementwise_functions.less_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less_equal,True
174,less_equal,numpy.less_equal,less_equal,https://numpy.org/doc/stable/reference/generated/numpy.less_equal.html,arkouda.array_api._elementwise_functions.less_equal,array_api._elementwise_functions.less_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less_equal,True
175,ljust,numpy.char.ljust,char.ljust,https://numpy.org/doc/stable/reference/generated/numpy.char.ljust.html,,,,False
176,lower,numpy.char.lower,char.lower,https://numpy.org/doc/stable/reference/generated/numpy.char.lower.html,arkouda.strings.Strings.lower,strings.Strings.lower,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.lower,True
177,lstrip,numpy.char.lstrip,char.lstrip,https://numpy.org/doc/stable/reference/generated/numpy.char.lstrip.html,,,,False
178,mod,numpy.char.mod,char.mod,https://numpy.org/doc/stable/reference/generated/numpy.char.mod.html,arkouda.pdarrayclass.mod,pdarrayclass.mod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mod,True
179,mod,numpy.mod,mod,https://numpy.org/doc/stable/reference/generated/numpy.mod.html,arkouda.pdarrayclass.mod,pdarrayclass.mod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mod,True
180,multiply,numpy.char.multiply,char.multiply,https://numpy.org/doc/stable/reference/generated/numpy.char.multiply.html,arkouda.array_api._elementwise_functions.multiply,array_api._elementwise_functions.multiply,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.multiply,True
181,multiply,numpy.multiply,multiply,https://numpy.org/doc/stable/reference/generated/numpy.multiply.html,arkouda.array_api._elementwise_functions.multiply,array_api._elementwise_functions.multiply,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.multiply,True
182,not_equal,numpy.char.not_equal,char.not_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.not_equal.html,arkouda.array_api._elementwise_functions.not_equal,array_api._elementwise_functions.not_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.not_equal,True
183,not_equal,numpy.not_equal,not_equal,https://numpy.org/doc/stable/reference/generated/numpy.not_equal.html,arkouda.array_api._elementwise_functions.not_equal,array_api._elementwise_functions.not_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.not_equal,True
184,partition,numpy.char.partition,char.partition,https://numpy.org/doc/stable/reference/generated/numpy.char.partition.html,,,,False
185,partition,numpy.matrix.partition,matrix.partition,https://numpy.org/doc/stable/reference/generated/numpy.matrix.partition.html,,,,False
186,partition,numpy.ndarray.partition,ndarray.partition,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.partition.html,,,,False
187,partition,numpy.partition,partition,https://numpy.org/doc/stable/reference/generated/numpy.partition.html,,,,False
188,replace,numpy.char.replace,char.replace,https://numpy.org/doc/stable/reference/generated/numpy.char.replace.html,,,,False
189,rfind,numpy.char.rfind,char.rfind,https://numpy.org/doc/stable/reference/generated/numpy.char.rfind.html,,,,False
190,rindex,numpy.char.rindex,char.rindex,https://numpy.org/doc/stable/reference/generated/numpy.char.rindex.html,,,,False
191,rjust,numpy.char.rjust,char.rjust,https://numpy.org/doc/stable/reference/generated/numpy.char.rjust.html,,,,False
192,rpartition,numpy.char.rpartition,char.rpartition,https://numpy.org/doc/stable/reference/generated/numpy.char.rpartition.html,,,,False
193,rsplit,numpy.char.rsplit,char.rsplit,https://numpy.org/doc/stable/reference/generated/numpy.char.rsplit.html,,,,False
194,rstrip,numpy.char.rstrip,char.rstrip,https://numpy.org/doc/stable/reference/generated/numpy.char.rstrip.html,,,,False
195,split,numpy.char.split,char.split,https://numpy.org/doc/stable/reference/generated/numpy.char.split.html,,,,False
196,split,numpy.split,split,https://numpy.org/doc/stable/reference/generated/numpy.split.html,,,,False
197,splitlines,numpy.char.splitlines,char.splitlines,https://numpy.org/doc/stable/reference/generated/numpy.char.splitlines.html,,,,False
198,startswith,numpy.char.startswith,char.startswith,https://numpy.org/doc/stable/reference/generated/numpy.char.startswith.html,arkouda.categorical.Categorical.startswith,categorical.Categorical.startswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.startswith,True
199,startswith,numpy.char.startswith,char.startswith,https://numpy.org/doc/stable/reference/generated/numpy.char.startswith.html,arkouda.strings.Strings.startswith,strings.Strings.startswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.startswith,True
200,str_len,numpy.char.str_len,char.str_len,https://numpy.org/doc/stable/reference/generated/numpy.char.str_len.html,,,,False
201,strip,numpy.char.strip,char.strip,https://numpy.org/doc/stable/reference/generated/numpy.char.strip.html,,,,False
