,index,function_np,total_np_calls,num_pandas_funs_used_by,used_by_pandas,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
122,471,ones_like,6.0,6.0,True,ones_like,numpy.ones_like,https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html,arkouda.array_api._creation_functions.ones_like,array_api._creation_functions.ones_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones_like,True
123,472,rec.recarray,6.0,6.0,True,,,,,,,
124,473,dot,23.0,5.0,True,dot,numpy.dot,https://numpy.org/doc/stable/reference/generated/numpy.dot.html,,,,False
125,474,transpose,12.0,5.0,True,transpose,numpy.transpose,https://numpy.org/doc/stable/reference/generated/numpy.transpose.html,,,,False
126,475,cov,9.0,5.0,True,cov,numpy.cov,https://numpy.org/doc/stable/reference/generated/numpy.cov.html,arkouda.pdarrayclass.cov,pdarrayclass.cov,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.cov,True
127,476,maximum.accumulate,9.0,5.0,True,,,,,,,
128,477,nanmax,8.0,5.0,True,nanmax,numpy.nanmax,https://numpy.org/doc/stable/reference/generated/numpy.nanmax.html,,,,False
129,478,nanmin,8.0,5.0,True,nanmin,numpy.nanmin,https://numpy.org/doc/stable/reference/generated/numpy.nanmin.html,,,,False
130,479,pi,7.0,5.0,True,pi,numpy.pi,https://numpy.org/doc/stable/reference/generated/numpy.pi.html,,,,False
131,480,broadcast_to,6.0,5.0,True,broadcast_to,numpy.broadcast_to,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_to.html,arkouda.array_api._manipulation_functions.broadcast_to,array_api._manipulation_functions.broadcast_to,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_to,True
132,481,cumprod,6.0,5.0,True,cumprod,numpy.cumprod,https://numpy.org/doc/stable/reference/generated/numpy.cumprod.html,arkouda.numeric.cumprod,numeric.cumprod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.cumprod,True
133,482,empty_like,5.0,5.0,True,empty_like,numpy.empty_like,https://numpy.org/doc/stable/reference/generated/numpy.empty_like.html,arkouda.array_api._creation_functions.empty_like,array_api._creation_functions.empty_like,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty_like,True
134,483,fabs,5.0,5.0,True,fabs,numpy.fabs,https://numpy.org/doc/stable/reference/generated/numpy.fabs.html,,,,False
135,484,log10,5.0,5.0,True,log10,numpy.log10,https://numpy.org/doc/stable/reference/generated/numpy.log10.html,arkouda.numeric.log10,numeric.log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.log10,True
136,485,log10,5.0,5.0,True,log10,numpy.log10,https://numpy.org/doc/stable/reference/generated/numpy.log10.html,arkouda.array_api._elementwise_functions.log10,array_api._elementwise_functions.log10,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.log10,True
137,486,negative,5.0,5.0,True,negative,numpy.negative,https://numpy.org/doc/stable/reference/generated/numpy.negative.html,arkouda.array_api._elementwise_functions.negative,array_api._elementwise_functions.negative,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.negative,True
138,487,signedinteger,5.0,5.0,True,signedinteger,numpy.signedinteger,https://numpy.org/doc/stable/reference/generated/numpy.signedinteger.html,,,,False
139,488,may_share_memory,7.0,4.0,True,may_share_memory,numpy.may_share_memory,https://numpy.org/doc/stable/reference/generated/numpy.may_share_memory.html,,,,False
140,489,divmod,6.0,4.0,True,divmod,numpy.divmod,https://numpy.org/doc/stable/reference/generated/numpy.divmod.html,arkouda.pdarrayclass.divmod,pdarrayclass.divmod,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.divmod,True
141,490,maximum.reduce,6.0,4.0,True,,,,,,,
142,491,quantile,6.0,4.0,True,quantile,numpy.quantile,https://numpy.org/doc/stable/reference/generated/numpy.quantile.html,,,,False
143,492,add.reduce,5.0,4.0,True,,,,,,,
144,493,frombuffer,5.0,4.0,True,frombuffer,numpy.frombuffer,https://numpy.org/doc/stable/reference/generated/numpy.frombuffer.html,,,,False
145,494,minimum.accumulate,5.0,4.0,True,,,,,,,
146,495,positive,5.0,4.0,True,positive,numpy.positive,https://numpy.org/doc/stable/reference/generated/numpy.positive.html,arkouda.array_api._elementwise_functions.positive,array_api._elementwise_functions.positive,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.positive,True
147,496,ma.MaskedArray,4.0,4.0,True,,,,,,,
148,497,ma.core.MaskedArray,4.0,4.0,True,,,,,,,
149,498,nansum,4.0,4.0,True,nansum,numpy.nansum,https://numpy.org/doc/stable/reference/generated/numpy.nansum.html,,,,False
150,499,rec.array,4.0,4.0,True,,,,,,,
151,500,random.RandomState,13.0,3.0,True,RandomState,numpy.random.RandomState,https://numpy.org/doc/stable/reference/generated/numpy.random.RandomState.html,,,,False
152,501,apply_along_axis,11.0,3.0,True,apply_along_axis,numpy.apply_along_axis,https://numpy.org/doc/stable/reference/generated/numpy.apply_along_axis.html,,,,False
153,502,intersect1d,8.0,3.0,True,intersect1d,numpy.intersect1d,https://numpy.org/doc/stable/reference/generated/numpy.intersect1d.html,arkouda.pdarraysetops.intersect1d,pdarraysetops.intersect1d,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.intersect1d,True
154,503,int_,6.0,3.0,True,int_,numpy.int_,https://numpy.org/doc/stable/reference/generated/numpy.int_.html,,,,False
155,504,floor,5.0,3.0,True,floor,numpy.floor,https://numpy.org/doc/stable/reference/generated/numpy.floor.html,arkouda.numeric.floor,numeric.floor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.floor,True
156,505,floor,5.0,3.0,True,floor,numpy.floor,https://numpy.org/doc/stable/reference/generated/numpy.floor.html,arkouda.array_api._elementwise_functions.floor,array_api._elementwise_functions.floor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.floor,True
157,506,ravel,5.0,3.0,True,ravel,numpy.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ravel.html,,,,False
158,507,searchsorted,5.0,3.0,True,searchsorted,numpy.searchsorted,https://numpy.org/doc/stable/reference/generated/numpy.searchsorted.html,,,,False
159,508,subtract,5.0,3.0,True,subtract,numpy.subtract,https://numpy.org/doc/stable/reference/generated/numpy.subtract.html,arkouda.array_api._elementwise_functions.subtract,array_api._elementwise_functions.subtract,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.subtract,True
160,509,isin,4.0,3.0,True,isin,numpy.isin,https://numpy.org/doc/stable/reference/generated/numpy.isin.html,,,,False
161,510,logical_and,4.0,3.0,True,logical_and,numpy.logical_and,https://numpy.org/doc/stable/reference/generated/numpy.logical_and.html,arkouda.array_api._elementwise_functions.logical_and,array_api._elementwise_functions.logical_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_and,True
162,511,rec.fromarrays,4.0,3.0,True,,,,,,,
163,512,signbit,4.0,3.0,True,signbit,numpy.signbit,https://numpy.org/doc/stable/reference/generated/numpy.signbit.html,,,,False
164,513,size,4.0,3.0,True,,,,,,,
165,514,squeeze,4.0,3.0,True,squeeze,numpy.squeeze,https://numpy.org/doc/stable/reference/generated/numpy.squeeze.html,arkouda.array_api._manipulation_functions.squeeze,array_api._manipulation_functions.squeeze,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.squeeze,True
166,515,around,3.0,3.0,True,around,numpy.around,https://numpy.org/doc/stable/reference/generated/numpy.around.html,,,,False
167,516,bytes_,3.0,3.0,True,,,,,,,
168,517,divide,3.0,3.0,True,divide,numpy.divide,https://numpy.org/doc/stable/reference/generated/numpy.divide.html,arkouda.array_api._elementwise_functions.divide,array_api._elementwise_functions.divide,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.divide,True
169,518,generic,3.0,3.0,True,,,,,,,
170,519,nanmedian,3.0,3.0,True,nanmedian,numpy.nanmedian,https://numpy.org/doc/stable/reference/generated/numpy.nanmedian.html,,,,False
171,520,nextafter,3.0,3.0,True,nextafter,numpy.nextafter,https://numpy.org/doc/stable/reference/generated/numpy.nextafter.html,,,,False
172,521,reshape,3.0,3.0,True,reshape,numpy.reshape,https://numpy.org/doc/stable/reference/generated/numpy.reshape.html,arkouda.array_api._manipulation_functions.reshape,array_api._manipulation_functions.reshape,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.reshape,True
173,522,resize,3.0,3.0,True,resize,numpy.resize,https://numpy.org/doc/stable/reference/generated/numpy.resize.html,,,,False
174,523,roll,3.0,3.0,True,roll,numpy.roll,https://numpy.org/doc/stable/reference/generated/numpy.roll.html,arkouda.array_api._manipulation_functions.roll,array_api._manipulation_functions.roll,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.roll,True
175,524,shape,3.0,3.0,True,shape,numpy.shape,https://numpy.org/doc/stable/reference/generated/numpy.shape.html,,,,False
176,525,split,3.0,3.0,True,split,numpy.split,https://numpy.org/doc/stable/reference/generated/numpy.split.html,,,,False
177,526,dropna,6.0,2.0,True,,,,,,,
178,527,heaviside,6.0,2.0,True,heaviside,numpy.heaviside,https://numpy.org/doc/stable/reference/generated/numpy.heaviside.html,,,,False
179,528,min_scalar_type,6.0,2.0,True,min_scalar_type,numpy.min_scalar_type,https://numpy.org/doc/stable/reference/generated/numpy.min_scalar_type.html,,,,False
180,529,logaddexp,5.0,2.0,True,logaddexp,numpy.logaddexp,https://numpy.org/doc/stable/reference/generated/numpy.logaddexp.html,arkouda.array_api._elementwise_functions.logaddexp,array_api._elementwise_functions.logaddexp,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logaddexp,True
181,530,random,5.0,2.0,True,random,numpy.random,https://numpy.org/doc/stable/reference/generated/numpy.random.html,,,,False
182,531,random.Generator,5.0,2.0,True,Generator,numpy.random.Generator,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.html,,,,False
183,532,compress,4.0,2.0,True,compress,numpy.compress,https://numpy.org/doc/stable/reference/generated/numpy.compress.html,,,,False
184,533,exp,4.0,2.0,True,exp,numpy.exp,https://numpy.org/doc/stable/reference/generated/numpy.exp.html,arkouda.numeric.exp,numeric.exp,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.exp,True
185,534,exp,4.0,2.0,True,exp,numpy.exp,https://numpy.org/doc/stable/reference/generated/numpy.exp.html,arkouda.array_api._elementwise_functions.exp,array_api._elementwise_functions.exp,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.exp,True
186,535,array_split,3.0,2.0,True,array_split,numpy.array_split,https://numpy.org/doc/stable/reference/generated/numpy.array_split.html,,,,False
187,536,atleast_2d,3.0,2.0,True,atleast_2d,numpy.atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_2d.html,,,,False
188,537,imag,3.0,2.0,True,imag,numpy.imag,https://numpy.org/doc/stable/reference/generated/numpy.imag.html,arkouda.array_api._elementwise_functions.imag,array_api._elementwise_functions.imag,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.imag,True
189,538,minimum.reduce,3.0,2.0,True,,,,,,,
190,539,__version__,2.0,2.0,True,,,,,,,
191,540,atleast_1d,2.0,2.0,True,atleast_1d,numpy.atleast_1d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_1d.html,,,,False
192,541,bitwise_xor,2.0,2.0,True,bitwise_xor,numpy.bitwise_xor,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_xor.html,arkouda.array_api._elementwise_functions.bitwise_xor,array_api._elementwise_functions.bitwise_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_xor,True
193,542,can_cast,2.0,2.0,True,can_cast,numpy.can_cast,https://numpy.org/doc/stable/reference/generated/numpy.can_cast.html,arkouda.array_api._data_type_functions.can_cast,array_api._data_type_functions.can_cast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.can_cast,True
194,543,ceil,2.0,2.0,True,ceil,numpy.ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.numeric.ceil,numeric.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.ceil,True
195,544,ceil,2.0,2.0,True,ceil,numpy.ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.array_api._elementwise_functions.ceil,array_api._elementwise_functions.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.ceil,True
196,545,complexfloating,2.0,2.0,True,complexfloating,numpy.complexfloating,https://numpy.org/doc/stable/reference/generated/numpy.complexfloating.html,,,,False
197,546,copy,2.0,2.0,True,copy,numpy.copy,https://numpy.org/doc/stable/reference/generated/numpy.copy.html,,,,False
198,547,fix,2.0,2.0,True,fix,numpy.fix,https://numpy.org/doc/stable/reference/generated/numpy.fix.html,,,,False
199,548,flatnonzero,2.0,2.0,True,flatnonzero,numpy.flatnonzero,https://numpy.org/doc/stable/reference/generated/numpy.flatnonzero.html,,,,False
200,549,frexp,2.0,2.0,True,frexp,numpy.frexp,https://numpy.org/doc/stable/reference/generated/numpy.frexp.html,,,,False
201,550,fromiter,2.0,2.0,True,fromiter,numpy.fromiter,https://numpy.org/doc/stable/reference/generated/numpy.fromiter.html,,,,False
202,551,isclose,2.0,2.0,True,isclose,numpy.isclose,https://numpy.org/doc/stable/reference/generated/numpy.isclose.html,,,,False
203,552,lib.stride_tricks.as_strided,2.0,2.0,True,as_strided,numpy.lib.stride_tricks.as_strided,https://numpy.org/doc/stable/reference/generated/numpy.lib.stride_tricks.as_strided.html,,,,False
204,553,loadtxt,2.0,2.0,True,loadtxt,numpy.loadtxt,https://numpy.org/doc/stable/reference/generated/numpy.loadtxt.html,,,,False
205,554,logical_or,2.0,2.0,True,logical_or,numpy.logical_or,https://numpy.org/doc/stable/reference/generated/numpy.logical_or.html,arkouda.array_api._elementwise_functions.logical_or,array_api._elementwise_functions.logical_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.logical_or,True
206,555,matmul,2.0,2.0,True,matmul,numpy.matmul,https://numpy.org/doc/stable/reference/generated/numpy.matmul.html,arkouda.array_api.linalg.matmul,array_api.linalg.matmul,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api.linalg.matmul,True
207,556,maximum,2.0,2.0,True,maximum,numpy.maximum,https://numpy.org/doc/stable/reference/generated/numpy.maximum.html,,,,False
208,557,random.randn,2.0,2.0,True,randn,numpy.random.randn,https://numpy.org/doc/stable/reference/generated/numpy.random.randn.html,,,,False
209,558,subtract.outer,2.0,2.0,True,,,,,,,
210,559,typecodes,2.0,2.0,True,,,,,,,
211,560,var,2.0,2.0,True,var,numpy.var,https://numpy.org/doc/stable/reference/generated/numpy.var.html,arkouda.pdarrayclass.var,pdarrayclass.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.var,True
212,561,var,2.0,2.0,True,var,numpy.var,https://numpy.org/doc/stable/reference/generated/numpy.var.html,arkouda.array_api._statistical_functions.var,array_api._statistical_functions.var,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.var,True
213,562,bitwise_or.reduce,4.0,1.0,True,,,,,,,
214,563,double,3.0,1.0,True,double,numpy.double,https://numpy.org/doc/stable/reference/generated/numpy.double.html,,,,False
215,564,promote_types,3.0,1.0,True,promote_types,numpy.promote_types,https://numpy.org/doc/stable/reference/generated/numpy.promote_types.html,,,,False
216,565,asanyarray,2.0,1.0,True,asanyarray,numpy.asanyarray,https://numpy.org/doc/stable/reference/generated/numpy.asanyarray.html,,,,False
217,566,c_,2.0,1.0,True,c_,numpy.c_,https://numpy.org/doc/stable/reference/generated/numpy.c_.html,,,,False
218,567,e,2.0,1.0,True,e,numpy.e,https://numpy.org/doc/stable/reference/generated/numpy.e.html,,,,False
