,index,function_np,total_np_calls,num_nltk_funs_used_by,used_by_nltk,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
111,111,array_equiv,,,,array_equiv,numpy.array_equiv,https://numpy.org/doc/stable/reference/generated/numpy.array_equiv.html,,,,False
112,112,array_repr,,,,array_repr,numpy.array_repr,https://numpy.org/doc/stable/reference/generated/numpy.array_repr.html,,,,False
113,113,array_split,,,,array_split,numpy.array_split,https://numpy.org/doc/stable/reference/generated/numpy.array_split.html,,,,False
114,114,array_str,,,,array_str,numpy.array_str,https://numpy.org/doc/stable/reference/generated/numpy.array_str.html,,,,False
115,115,array2string,,,,array2string,numpy.array2string,https://numpy.org/doc/stable/reference/generated/numpy.array2string.html,,,,False
116,116,asanyarray,,,,asanyarray,numpy.asanyarray,https://numpy.org/doc/stable/reference/generated/numpy.asanyarray.html,,,,False
117,117,ma.asanyarray,,,,asanyarray,numpy.ma.asanyarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asanyarray.html,,,,False
118,118,asarray,,,,asarray,numpy.asarray,https://numpy.org/doc/stable/reference/generated/numpy.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
119,119,char.asarray,,,,asarray,numpy.char.asarray,https://numpy.org/doc/stable/reference/generated/numpy.char.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
120,120,core.defchararray.asarray,,,,asarray,numpy.core.defchararray.asarray,https://numpy.org/doc/stable/reference/generated/numpy.core.defchararray.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
121,121,ma.asarray,,,,asarray,numpy.ma.asarray,https://numpy.org/doc/stable/reference/generated/numpy.ma.asarray.html,arkouda.array_api._creation_functions.asarray,array_api._creation_functions.asarray,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.asarray,True
122,122,asarray_chkfinite,,,,asarray_chkfinite,numpy.asarray_chkfinite,https://numpy.org/doc/stable/reference/generated/numpy.asarray_chkfinite.html,,,,False
123,123,ascontiguousarray,,,,ascontiguousarray,numpy.ascontiguousarray,https://numpy.org/doc/stable/reference/generated/numpy.ascontiguousarray.html,,,,False
124,124,asfarray,,,,asfarray,numpy.asfarray,https://numpy.org/doc/stable/reference/generated/numpy.asfarray.html,,,,False
125,125,asfortranarray,,,,asfortranarray,numpy.asfortranarray,https://numpy.org/doc/stable/reference/generated/numpy.asfortranarray.html,,,,False
126,126,asmatrix,,,,asmatrix,numpy.asmatrix,https://numpy.org/doc/stable/reference/generated/numpy.asmatrix.html,,,,False
127,127,atleast_1d,,,,atleast_1d,numpy.atleast_1d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_1d.html,,,,False
128,128,ma.atleast_1d,,,,atleast_1d,numpy.ma.atleast_1d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_1d.html,,,,False
129,129,atleast_2d,,,,atleast_2d,numpy.atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_2d.html,,,,False
130,130,ma.atleast_2d,,,,atleast_2d,numpy.ma.atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_2d.html,,,,False
131,131,atleast_3d,,,,atleast_3d,numpy.atleast_3d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_3d.html,,,,False
132,132,ma.atleast_3d,,,,atleast_3d,numpy.ma.atleast_3d,https://numpy.org/doc/stable/reference/generated/numpy.ma.atleast_3d.html,,,,False
133,133,average,,,,average,numpy.average,https://numpy.org/doc/stable/reference/generated/numpy.average.html,,,,False
134,134,ma.average,,,,average,numpy.ma.average,https://numpy.org/doc/stable/reference/generated/numpy.ma.average.html,,,,False
135,135,bartlett,,,,bartlett,numpy.bartlett,https://numpy.org/doc/stable/reference/generated/numpy.bartlett.html,,,,False
136,136,base_repr,,,,base_repr,numpy.base_repr,https://numpy.org/doc/stable/reference/generated/numpy.base_repr.html,,,,False
137,137,binary_repr,,,,binary_repr,numpy.binary_repr,https://numpy.org/doc/stable/reference/generated/numpy.binary_repr.html,,,,False
138,138,bincount,,,,bincount,numpy.bincount,https://numpy.org/doc/stable/reference/generated/numpy.bincount.html,,,,False
139,139,bitwise_and,,,,bitwise_and,numpy.bitwise_and,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_and.html,arkouda.array_api._elementwise_functions.bitwise_and,array_api._elementwise_functions.bitwise_and,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_and,True
140,140,bitwise_or,,,,bitwise_or,numpy.bitwise_or,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_or.html,arkouda.array_api._elementwise_functions.bitwise_or,array_api._elementwise_functions.bitwise_or,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_or,True
141,141,bitwise_xor,,,,bitwise_xor,numpy.bitwise_xor,https://numpy.org/doc/stable/reference/generated/numpy.bitwise_xor.html,arkouda.array_api._elementwise_functions.bitwise_xor,array_api._elementwise_functions.bitwise_xor,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.bitwise_xor,True
142,142,blackman,,,,blackman,numpy.blackman,https://numpy.org/doc/stable/reference/generated/numpy.blackman.html,,,,False
143,143,block,,,,block,numpy.block,https://numpy.org/doc/stable/reference/generated/numpy.block.html,,,,False
144,144,bmat,,,,bmat,numpy.bmat,https://numpy.org/doc/stable/reference/generated/numpy.bmat.html,,,,False
145,145,bool_,,,,bool_,numpy.bool_,https://numpy.org/doc/stable/reference/generated/numpy.bool_.html,,,,False
146,146,broadcast,,,,broadcast,numpy.broadcast,https://numpy.org/doc/stable/reference/generated/numpy.broadcast.html,arkouda.groupbyclass.broadcast,groupbyclass.broadcast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.broadcast,True
147,147,broadcast_arrays,,,,broadcast_arrays,numpy.broadcast_arrays,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_arrays.html,arkouda.array_api._manipulation_functions.broadcast_arrays,array_api._manipulation_functions.broadcast_arrays,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_arrays,True
148,148,broadcast_shapes,,,,broadcast_shapes,numpy.broadcast_shapes,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_shapes.html,,,,False
149,149,broadcast_to,,,,broadcast_to,numpy.broadcast_to,https://numpy.org/doc/stable/reference/generated/numpy.broadcast_to.html,arkouda.array_api._manipulation_functions.broadcast_to,array_api._manipulation_functions.broadcast_to,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._manipulation_functions.broadcast_to,True
150,150,busday_count,,,,busday_count,numpy.busday_count,https://numpy.org/doc/stable/reference/generated/numpy.busday_count.html,,,,False
151,151,busday_offset,,,,busday_offset,numpy.busday_offset,https://numpy.org/doc/stable/reference/generated/numpy.busday_offset.html,,,,False
152,152,busdaycalendar,,,,busdaycalendar,numpy.busdaycalendar,https://numpy.org/doc/stable/reference/generated/numpy.busdaycalendar.html,,,,False
153,153,byte,,,,byte,numpy.byte,https://numpy.org/doc/stable/reference/generated/numpy.byte.html,,,,False
154,154,byte_bounds,,,,byte_bounds,numpy.byte_bounds,https://numpy.org/doc/stable/reference/generated/numpy.byte_bounds.html,,,,False
155,155,c_,,,,c_,numpy.c_,https://numpy.org/doc/stable/reference/generated/numpy.c_.html,,,,False
156,156,can_cast,,,,can_cast,numpy.can_cast,https://numpy.org/doc/stable/reference/generated/numpy.can_cast.html,arkouda.array_api._data_type_functions.can_cast,array_api._data_type_functions.can_cast,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._data_type_functions.can_cast,True
157,157,cbrt,,,,cbrt,numpy.cbrt,https://numpy.org/doc/stable/reference/generated/numpy.cbrt.html,,,,False
158,158,cdouble,,,,cdouble,numpy.cdouble,https://numpy.org/doc/stable/reference/generated/numpy.cdouble.html,,,,False
159,159,ceil,,,,ceil,numpy.ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.numeric.ceil,numeric.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.ceil,True
160,160,ceil,,,,ceil,numpy.ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.array_api._elementwise_functions.ceil,array_api._elementwise_functions.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.ceil,True
161,161,cfloat,,,,cfloat,numpy.cfloat,https://numpy.org/doc/stable/reference/generated/numpy.cfloat.html,,,,False
162,162,char.capitalize,,,,capitalize,numpy.char.capitalize,https://numpy.org/doc/stable/reference/generated/numpy.char.capitalize.html,,,,False
163,163,char.center,,,,center,numpy.char.center,https://numpy.org/doc/stable/reference/generated/numpy.char.center.html,,,,False
164,164,char.chararray,,,,chararray,numpy.char.chararray,https://numpy.org/doc/stable/reference/generated/numpy.char.chararray.html,,,,False
165,165,char.compare_chararrays,,,,compare_chararrays,numpy.char.compare_chararrays,https://numpy.org/doc/stable/reference/generated/numpy.char.compare_chararrays.html,,,,False
166,166,char.count,,,,count,numpy.char.count,https://numpy.org/doc/stable/reference/generated/numpy.char.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
167,167,ma.count,,,,count,numpy.ma.count,https://numpy.org/doc/stable/reference/generated/numpy.ma.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
168,168,ma.MaskedArray.count,,,,count,numpy.ma.MaskedArray.count,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.count.html,arkouda.groupbyclass.GroupBy.count,groupbyclass.GroupBy.count,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.GroupBy.count,True
169,169,char.decode,,,,decode,numpy.char.decode,https://numpy.org/doc/stable/reference/generated/numpy.char.decode.html,,,,False
170,170,char.encode,,,,encode,numpy.char.encode,https://numpy.org/doc/stable/reference/generated/numpy.char.encode.html,,,,False
171,171,char.endswith,,,,endswith,numpy.char.endswith,https://numpy.org/doc/stable/reference/generated/numpy.char.endswith.html,arkouda.categorical.Categorical.endswith,categorical.Categorical.endswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.endswith,True
172,172,char.endswith,,,,endswith,numpy.char.endswith,https://numpy.org/doc/stable/reference/generated/numpy.char.endswith.html,arkouda.strings.Strings.endswith,strings.Strings.endswith,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.endswith,True
173,173,char.equal,,,,equal,numpy.char.equal,https://numpy.org/doc/stable/reference/generated/numpy.char.equal.html,arkouda.array_api._elementwise_functions.equal,array_api._elementwise_functions.equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.equal,True
174,174,equal,,,,equal,numpy.equal,https://numpy.org/doc/stable/reference/generated/numpy.equal.html,arkouda.array_api._elementwise_functions.equal,array_api._elementwise_functions.equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.equal,True
175,175,char.expandtabs,,,,expandtabs,numpy.char.expandtabs,https://numpy.org/doc/stable/reference/generated/numpy.char.expandtabs.html,,,,False
176,176,char.find,,,,find,numpy.char.find,https://numpy.org/doc/stable/reference/generated/numpy.char.find.html,arkouda.alignment.find,alignment.find,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.alignment.find,True
177,177,char.greater,,,,greater,numpy.char.greater,https://numpy.org/doc/stable/reference/generated/numpy.char.greater.html,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater,True
178,178,greater,,,,greater,numpy.greater,https://numpy.org/doc/stable/reference/generated/numpy.greater.html,arkouda.array_api._elementwise_functions.greater,array_api._elementwise_functions.greater,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater,True
179,179,char.greater_equal,,,,greater_equal,numpy.char.greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.char.greater_equal.html,arkouda.array_api._elementwise_functions.greater_equal,array_api._elementwise_functions.greater_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater_equal,True
180,180,greater_equal,,,,greater_equal,numpy.greater_equal,https://numpy.org/doc/stable/reference/generated/numpy.greater_equal.html,arkouda.array_api._elementwise_functions.greater_equal,array_api._elementwise_functions.greater_equal,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.greater_equal,True
181,181,char.index,,,,index,numpy.char.index,https://numpy.org/doc/stable/reference/generated/numpy.char.index.html,arkouda.index,index,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.index,True
182,182,char.isalnum,,,,isalnum,numpy.char.isalnum,https://numpy.org/doc/stable/reference/generated/numpy.char.isalnum.html,arkouda.strings.Strings.isalnum,strings.Strings.isalnum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.isalnum,True
183,183,char.isalpha,,,,isalpha,numpy.char.isalpha,https://numpy.org/doc/stable/reference/generated/numpy.char.isalpha.html,,,,False
184,184,char.isdecimal,,,,isdecimal,numpy.char.isdecimal,https://numpy.org/doc/stable/reference/generated/numpy.char.isdecimal.html,,,,False
185,185,char.isdigit,,,,isdigit,numpy.char.isdigit,https://numpy.org/doc/stable/reference/generated/numpy.char.isdigit.html,,,,False
186,186,char.islower,,,,islower,numpy.char.islower,https://numpy.org/doc/stable/reference/generated/numpy.char.islower.html,arkouda.strings.Strings.islower,strings.Strings.islower,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.islower,True
187,187,char.isnumeric,,,,isnumeric,numpy.char.isnumeric,https://numpy.org/doc/stable/reference/generated/numpy.char.isnumeric.html,,,,False
188,188,char.isspace,,,,isspace,numpy.char.isspace,https://numpy.org/doc/stable/reference/generated/numpy.char.isspace.html,,,,False
189,189,char.istitle,,,,istitle,numpy.char.istitle,https://numpy.org/doc/stable/reference/generated/numpy.char.istitle.html,arkouda.strings.Strings.istitle,strings.Strings.istitle,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.istitle,True
190,190,char.isupper,,,,isupper,numpy.char.isupper,https://numpy.org/doc/stable/reference/generated/numpy.char.isupper.html,arkouda.strings.Strings.isupper,strings.Strings.isupper,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.strings.Strings.isupper,True
191,191,char.join,,,,join,numpy.char.join,https://numpy.org/doc/stable/reference/generated/numpy.char.join.html,arkouda.join,join,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.join,True
192,192,char.less,,,,less,numpy.char.less,https://numpy.org/doc/stable/reference/generated/numpy.char.less.html,arkouda.array_api._elementwise_functions.less,array_api._elementwise_functions.less,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less,True
193,193,less,,,,less,numpy.less,https://numpy.org/doc/stable/reference/generated/numpy.less.html,arkouda.array_api._elementwise_functions.less,array_api._elementwise_functions.less,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.less,True
